str_no_string|NO STRING!{***}
str_perk_effects_25|-10% to price and upkeep of English, Dutch, French troopers ^+10 morale for English, Dutch, French troopers{***}
str_perk_effects_08|+5 weapon speed with all kinds of firearms and throwing weapons{***}
str_perk_effects_19|The Strength-based limitation on heavy weapon and armor use is lowered by 1{***}
str_perk_effects_04|+2 piercing damage with all kinds of melee weapons {***}
str_perk_effects_20|-30% to harbor taxes and mooring fees^-30% to manufacture upkeep{***}
str_perk_effects_15|The amount of weapons and armor found after combat is doubled{***}
str_perk_effects_54|A boarded ship is 3 times less likely to be scuttled by her crew{***}
str_perk_effects_27|+10 to maximum prisoner amount ^Prisoners asked to join the company never refuse ^-30% chance of ex-prisoner desertion ^-50% chance of an imprisoned nobleman's escape ^If the player is king, he can convince imprisoned noblemen to serve him in exchange for freedom{***}
str_perk_effects_38|-10% damage suffered from enemy balls and chainballs in naval combat ^-5% damage suffered from enemy grapeshot in naval combat{***}
str_perk_effects_05|+1 slashing & blunt damage with all kinds of melee weapons {***}
str_perk_effects_39|+20% to ramming damage dealt in initial collision ^-20% to ramming damage suffered in initial collision{***}
str_perk_effects_29|-10% to continental troops cost ^-10% to ship costs{***}
str_perk_effects_40|+10% damage dealt with balls and chainballs in naval combat ^+5% damage dealt with grapeshot in naval combat{***}
str_perk_effects_48|+10% damage and weapon speed for all melee infantry units in party {***}
str_perk_effects_28|-25% xp required for troopers to level up{***}
str_perk_effects_47|+10% accuracy and reload speed for all musketeers in party {***}
str_perk_effects_55|+10% to enemy cannon reloading time{***}
str_perk_effects_06|+10 attack speed with all kinds of melee weapons{***}
str_perk_effects_49|+10% damage and weapon speed for all cavalry units in party {***}
str_perk_effects_09|+10 accuracy with all kinds of firearms and throwing weapons{***}
str_perk_effects_36|+20% repair efficiency per unit of timber and linen ^+10% repair speed in combat ^-10% to ship purchase, repair and upgrade prices at shipyards ^+10% to ship sale price at shipyards{***}
str_perk_effects_31|+20 maximum party size ^+25% to recruit arrival rate in cities ^-15% to cost and upkeep of all soldiers{***}
str_perk_effects_41|+20% cannon damage dealt to forts and batteries during naval sieges{***}
str_perk_effects_56|-15% to the number of enemy sailors getting involved in the boarding action{***}
str_perk_effects_42|A chance to start a fire on enemy ships hit by player's gunfire is tripled{***}
str_perk_effects_53|When relations with faction leader are good, every town conquered by the player will be awarded to him with a probability of 75% ^-10 to relations with the player's faction nobles{***}
str_perk_effects_51|+10% damage and weapon speed for all melee infantry units in party ^+10% accuracy and reload speed for all melee infantry units in party {***}
str_perk_effects_50|+10% accuracy and reload speed for all musketeers in party ^+10% damage and weapon speed for all musketeers in party {***}
str_perk_effects_43|In land phase of naval sieges, half the combined crews of the fleet join the land battle{***}
str_perk_effects_52|+10% damage and weapon speed for all cavalry units in party ^+10% accuracy and reload speed for all cavalry units in party {***}
str_perk_requirements_57|Level: 0{***}
str_perk_requirements_63|Level: 0{***}
str_perk_requirements_61|Level: 0{***}
str_perk_requirements_60|Level: 3{***}
str_perk_requirements_62|Level: 0{***}
str_perk_requirements_59|Level: 0{***}
str_perk_requirements_58|Level: 0{***}
str_perk_requirements_64|Level: 0{***}
str_perk_requirements_18|Level: 3+ ^Trade 2+ ^Engineering 2+ ^Strength 9+{***}
str_perk_requirements_02|Level: 3+ ^One-handed Weapon, Two-handed Weapon or Polearm >80 ^Power Strike 2+{***}
str_perk_requirements_21|Level: 3+ ^Intelligence 9+{***}
str_perk_requirements_17|Level: 3+ ^Herbalism 2+{***}
str_perk_requirements_01|Level: 3+ ^One-handed Weapon, Two-handed Weapon or Polearm >80 ^Weapon Mastery 2+{***}
str_perk_requirements_32|Level: 3+ ^Seafaring 2+ ^Engineering 2+ ^Naval combat 1+{***}
str_perk_requirements_03|Level: 3+ ^One-handed Weapon, Two-handed Weapon or Polearm >80 ^Power Strike 2+{***}
str_perk_requirements_11|Level: 3+ ^Riding 1+ ^Intelligence 9+{***}
str_perk_requirements_13|Level: 3+ ^Looting 2+{***}
str_perk_requirements_16|Level: 3+ ^Trade 1+ ^Engineering 1+ ^Agility 9+{***}
str_perk_requirements_33|Level: 6+ ^Seafaring 2+ ^Naval combat 2+ ^Fleetmaster 1+{***}
str_perk_requirements_23|Level: 6+ ^Intelligence 9+ ^Charisma 12+ ^Persuasion 2+{***}
str_perk_requirements_14|Level: 6+ ^Riding 3+ ^Has 'Horse tamer' trait{***}
str_perk_requirements_45|Level: 6+ ^Training 2+ ^Power Strike 1+ ^Has no 'Musketeer captain' trait ^Has no 'Cavalry captain' trait{***}
str_perk_requirements_44|Level: 6+ ^Training 2+ ^Precise Shot 1+ ^Has no 'Infantry captain' trait ^Has no 'Cavalry captain' trait{***}
str_perk_requirements_34|Level: 6+ ^Seafaring 4+{***}
str_perk_requirements_37|Level: 9+ ^Naval combat 3+ ^Training 2+{***}
str_perk_requirements_26|Level: 9+ ^Has no 'Good catholic' trait ^Has no 'Puritan' trait ^Renown 200+{***}
str_perk_requirements_46|Level: 9+ ^Training 2+ ^Horse Riding 2+ ^Has no 'Musketeer captain' trait ^Has no 'Infantry captain' trait{***}
str_perk_requirements_12|Level: 9+ ^Riding 4+{***}
str_perk_requirements_24|Level: 9+ ^Has no 'Puritan'' trait ^Has no 'Blasphemer' trait ^Renown 200+{***}
str_perk_requirements_25|Level: 9+ ^Has no 'Good catholic' trait ^Has no 'Blasphemer' trait ^Renown 200+{***}
str_perk_requirements_08|Level: 9+ ^Firearms or Throwing >80 ^Weapon Mastery 2+{***}
str_perk_requirements_19|Level: 9+ ^Strength 10+{***}
str_perk_requirements_04|Level: 12+ ^One-handed Weapon, Two-handed Weapon or Polearm >100 ^Weapon Mastery 3+ ^Has 'Fencer' trait{***}
str_perk_requirements_20|Level: 12+ ^Intelligence 12+ ^Charisma 9+ ^Trade 7+{***}
str_perk_requirements_15|Level: 12+ ^Looting 4+ ^Has 'Sutler' trait{***}
str_perk_requirements_54|Level: 12+ ^Seafaring 2+ ^Naval combat 2+ {***}
str_perk_requirements_27|Level: 12+ ^Charisma 12+ ^Persuasion 4+ {***}
str_perk_requirements_38|Level: 12+ ^Naval combat 3+ ^Seafaring 2+ {***}
str_perk_requirements_05|Level: 12+ ^One-handed Weapon, Two-handed Weapon or Polearm >100 ^Power Strike 3+ ^Has either 'Butcher' or 'Hammerstrike!' trait{***}
str_perk_requirements_39|Level: 15+ ^Seafaring 4+{***}
str_perk_requirements_29|Level: 15+ ^Charisma 12+ ^Persuasion 3+ ^Renown 300+{***}
str_perk_requirements_40|Level: 15+ ^Naval combat 4+ {***}
str_perk_requirements_48|Level: 15+ ^Training 4+ ^Power Strike 3+ ^Has 'Infantry captain' trait{***}
str_perk_requirements_28|Level: 15+ ^Trainer 4+ ^Leadership 4+{***}
str_perk_requirements_47|Level: 15+ ^Training 4+ ^Precise Shot 3+ ^Has 'Musketeer captain' trait{***}
str_perk_requirements_55|Level: 15+ ^Seafaring 2+ ^Naval combat 2+ ^Renown 350+{***}
str_perk_requirements_06|Level: 18+ ^One-handed Weapon, Two-handed Weapon or Polearm >150 ^Weapon Mastery 4+{***}
str_perk_requirements_49|Level: 18+ ^Training 4+ ^Horse Riding 4+ ^Has 'Cavalry captain' trait{***}
str_perk_requirements_09|Level: 18+ ^Firearms or Throwing >150{***}
str_perk_requirements_36|Level: 18+ ^Seafaring 3+ ^Engineering 4+{***}
str_perk_requirements_31|Level: 21+ ^Charisma 15+ ^Persuasion 4+ ^Renown 800+{***}
str_perk_requirements_41|Level: 21+ ^Naval combat 6+ ^Engineering 4+ ^Has 'Gunner' trait{***}
str_perk_requirements_56|Level: 21+ ^Naval combat 3+ ^Leadership 5+ ^Renown 600+{***}
str_perk_requirements_42|Level: 24+ ^Naval combat 4+{***}
str_perk_requirements_53|Level: 27+ ^Intelligence 15+ ^Leadership 5+ ^Renown 900+ ^Player isn't a king{***}
str_perk_requirements_51|Level: 27+ ^Training 6+ ^Power Strike 5+ ^Has 'Infantry colonel' trait{***}
str_perk_requirements_50|Level: 27+ ^Training 6+ ^Precise Shot 5+ ^Has 'Musketeer colonel' trait{***}
str_perk_requirements_43|Level: 27+ ^Naval combat 4+^Fleetmaster 7+{***}
str_perk_requirements_52|Level: 30+ ^Training 6+ ^Horse Riding 6+ ^Has 'Cavalry colonel' trait{***}
str_town_prosperity_0|{s60} is all but ruined by poverty.{***}
str_town_prosperity_10|{s60} is on the verge of becoming a ghost-town.{***}
str_town_prosperity_20|{s60} barely survives, apparently against all odds.{***}
str_town_prosperity_30|{s60} looks like a poor, sad and forlorn place.{***}
str_town_prosperity_40|{s60} struggles to make a living, but doesn't succeed much.{***}
str_town_prosperity_50|{s60} seems to be an unremarkable town.{***}
str_town_prosperity_60|{s60} displays some signs of well-being.{***}
str_town_prosperity_70|{s60} seems to be flourishing and bustling with activity.{***}
str_town_prosperity_80|{s60} is obviously doing well, it looks clean and prosperous.{***}
str_town_prosperity_90|The opulence and riches of {s60} are striking.{***}
str_town_prosperity_100|{s60} is truly a jewel of the Caribbean.{***}
str_village_prosperity_0|The village of {s60} is all but ruined by poverty.{***}
str_village_prosperity_10|The village of {s60} is a miserable hellhole.{***}
str_village_prosperity_20|The village of {s60} barely struggles to survive.{***}
str_village_prosperity_30|The village of {s60} is poor and forlorn.{***}
str_village_prosperity_40|The village of {s60} struggles to make a living.{***}
str_village_prosperity_50|The village of {s60} seems to be pretty unremarkable.{***}
str_village_prosperity_60|The village of {s60} seems to do relatively well in these times.{***}
